CODIGO_CONTABLE,NOMBRE_CUENTA,TIPO,GRUPO,PADRE JULIAN LORENTE LTDA,
1,ACTIVO,1,1,"135,829,972.01"
11,FONDOS DISPONIBLES,1,2,"14,434,489.04"
1101,Caja,1,4,"3,307,095.21"
110105,Efectivo,1,6,"3,304,345.21"
110110,Caja chica,1,6,"2,750.00"
1102,Depósitos para encaje,1,4,"3,571,940.00"
110205,Banco Central del Ecuador,1,6,"3,571,940.00"
1103,Bancos y otras entidades financieras,1,4,"7,554,453.83"
110305,Banco Central del Ecuador,1,6,"1,639,129.92"
110310,Entidades del sector financiero público y privado,1,6,"2,552,594.26"
110315,Bancos e instituciones financieras del exterior,1,6,0.00
110320,Entidades del sector financiero popular y solidario,1,6,"3,362,729.65"
1104,Efectos de cobro inmediato,1,4,"1,000.00"
110401,Efectos de cobro inmediato,1,6,"1,000.00"
1105,Remesas en tránsito / transferencias en tránsito,1,4,0.00
110505,Del país,1,6,0.00
110510,Del exterior,1,6,0.00
110515,Transferencias en tránsito,1,6,
12,OPERACIONES INTERFINANCIERAS,1,2,0.00
1201,Fondos interfinancieros vendidos,1,4,0.00
120105,Entidades del sector financiero privado,1,6,0.00
120110,Entidades del sector financiero público,1,6,0.00
120115,Entidades del sector financiero popular y solidario,1,6,0.00
1202,Operaciones de reporto con instituciones financieras,1,4,
120205,Entidades del sector financiero público,1,6,
120210,Entidades del sector financiero privado,1,6,
13,INVERSIONES,1,2,"3,845,134.11"
1301,A valor razonable con cambios en el estado de resultados de entidades del sector privado y sector financiero popular y solidario,1,4,0.00
130105,De 1 a 30 días sector privado,1,6,0.00
130110,De 31 a 90 días sector privado,1,6,0.00
130115,De 91 a 180 días sector privado,1,6,0.00
130120,De 181 a 360 días sector privado,1,6,0.00
130125,De más de 360 días sector privado,1,6,0.00
130150,De 1 a 30 días sector financiero popular y solidario,1,6,0.00
130155,De 31 a 90 días sector financiero popular y solidario,1,6,0.00
130160,De 91 a 180 días sector financiero popular y solidario,1,6,0.00
130165,De 181 a 360 días sector financiero popular y solidario,1,6,0.00
130170,De más de 360 días sector financiero popular y solidario,1,6,0.00
1302,A valor razonable con cambios en el estado de resultados del Estado o de entidades del sector público,1,4,0.00
130205,De 1 a 30 días,,,0.00
130210,De 31 a 90 días,1,6,0.00
130215,De 91 a 180 días,1,6,0.00
130220,De 181 a 360 días,1,6,0.00
130225,De más de 360 días,1,6,0.00
1303,Disponibles para la venta de entidades del sector privado y sector financiero popular y solidario,1,4,0.00
130305,De 1 a 30 días sector privado,1,6,0.00
130310,De 31 a 90 días sector privado,1,6,0.00
130315,De 91 a 180 días sector privado,1,6,0.00
130320,De 181 a 360 días sector privado,1,6,0.00
130325,De más de 360 días sector privado,1,6,0.00
130350,De 1 a 30 días sector financiero popular y solidario,1,6,0.00
130355,De 31 a 90 días sector financiero popular y solidario,1,6,0.00
130360,De 91 a 180 días sector financiero popular y solidario,1,6,0.00
130365,De 181 a 360 días sector financiero popular y solidario,1,6,0.00
130370,De más de 360 días sector financiero popular y solidario,1,6,0.00
1304,Disponibles para la venta del Estado o de entidades del sector público,1,4,0.00
130405,De 1 a 30 días,,,0.00
130410,De 31 a 90 días,1,6,0.00
130415,De 91 a 180 días,1,6,0.00
130420,De 181 a 360 días,1,6,0.00
130425,De más de 360 días,1,6,0.00
1305,Mantenidas hasta su vencimiento de entidades del sector privado y sector financiero popular y solidario,1,4,"3,845,134.11"
130505,De 1 a 30 días sector privado,1,6,"1,319,059.09"
130510,De 31 a 90 días sector privado,1,6,"206,703.03"
130515,De 91 a 180 días sector privado,1,6,0.00
130520,De 181 días a 1 año sector privado,1,6,0.00
130525,De 1 a 3 años sector privado,1,6,"62,500.00"
130530,De 3 a 5 años sector privado,1,6,0.00
130535,De 5 a 10 años sector privado,1,6,0.00
130540,De más de 10 años sector privado,1,6,0.00
130550,De 1 a 30 días sector financiero popular y solidario,1,6,"689,918.34"
130555,De 31 a 90 días sector financiero popular y solidario,1,6,"533,548.65"
130560,De 91 a 180 días sector financiero popular y solidario,1,6,"721,645.00"
130565,De 181 días a 1 año sector financiero popular y solidario,1,6,"311,760.00"
130570,De 1 a 3 años sector financiero popular y solidario,1,6,0.00
130575,De 3 a 5 años sector financiero popular y solidario,1,6,0.00
130580,De 5 a 10 años sector financiero popular y solidario,1,6,0.00
130585,De más de 10 años sector financiero popular y solidario,1,6,0.00
1306,Mantenidas hasta su vencimiento del Estado o de entidades del sector público,1,4,0.00
130605,De 1 a 30 días,,,0.00
130610,De 31 a 90 días,1,6,0.00
130615,De 91 a 180 días,1,6,0.00
130620,De 181 días a 1 año,1,6,0.00
130625,De 1 a 3 años,1,6,0.00
130630,De 3 a 5 años,1,6,0.00
130635,De 5 a 10 años,1,6,0.00
130640,De más de 10 años,1,6,0.00
1307,De disponibilidad restringida,1,4,0.00
130705,Entregadas para operaciones de reporto,1,6,0.00
130710,Depósitos sujetos a restricción,1,6,0.00
130720,Entregados en garantía,1,6,0.00
130790,Otros,1,6,0.00
1399,(Provisión para inversiones),1,4,0.00
139905,(Provisión por deterioro en valuación de inversiones),1,6,0.00
139910,(Provisión general para inversiones),1,6,0.00
14,CARTERA DE CRÉDITOS,1,2,"102,316,412.33"
1401,Cartera de crédito productivo por vencer,1,4,1.00
140105,De 1 a 30 días,,,0.00
140110,De 31 a 90 días,1,6,0.00
140115,De 91 a 180 días,1,6,0.00
140120,De 181 a 360 días,1,6,0.00
140125,De más de 360 días,1,6,1.00
1402,Cartera de crédito de consumo por vencer,1,4,"66,730,384.65"
140205,De 1 a 30 días,,,"1,622,009.28"
140210,De 31 a 90 días,1,6,"2,987,682.84"
140215,De 91 a 180 días,1,6,"4,416,894.92"
140220,De 181 a 360 días,1,6,"8,075,517.08"
140225,De más de 360 días,1,6,"49,628,280.53"
1403,Cartera de crédito inmobiliario por vencer,1,4,"3,728,448.98"
140305,De 1 a 30 días,,,"39,233.54"
140310,De 31 a 90 días,1,6,"67,073.83"
140315,De 91 a 180 días,1,6,"99,480.34"
140320,De 181 a 360 días,1,6,"193,075.91"
140325,De más de 360 días,1,6,"3,329,585.36"
1404,Cartera de microcrédito por vencer,1,4,"30,718,111.39"
140405,De 1 a 30 días,,,"1,385,171.98"
140410,De 31 a 90 días,1,6,"1,635,209.71"
140415,De 91 a 180 días,1,6,"2,446,342.24"
140420,De 181 a 360 días,1,6,"4,457,834.52"
140425,De más de 360 días,1,6,"20,793,552.94"
1408,Cartera de crédito de vivienda de interés social y público por vencer,1,4,0.00
140805,De 1 a 30 días,,,0.00
140810,De 31 a 90 días,1,6,0.00
140815,De 91 a 180 días,1,6,0.00
140820,De 181 a 360 días,1,6,0.00
140825,De más de 360 días,1,6,0.00
1409,Cartera de crédito productivo refinanciada por vencer,1,4,0.00
140905,De 1 a 30 días,,,0.00
140910,De 31 a 90 días,1,6,0.00
140915,De 91 a 180 días,1,6,0.00
140920,De 181 a 360 días,1,6,0.00
140925,De más de 360 días,1,6,0.00
1410,Cartera de crédito de consumo refinanciada por vencer,1,4,"258,656.93"
141005,De 1 a 30 días,,,"3,932.78"
141010,De 31 a 90 días,1,6,"6,274.86"
141015,De 91 a 180 días,1,6,"9,419.74"
141020,De 181 a 360 días,1,6,"17,027.79"
141025,De más de 360 días,1,6,"222,001.76"
1411,Cartera de crédito inmobiliario refinanciada por vencer,1,4,"18,752.64"
141105,De 1 a 30 días,,,"1,052.02"
141110,De 31 a 90 días,1,6,"1,664.16"
141115,De 91 a 180 días,1,6,"2,566.79"
141120,De 181 a 360 días,1,6,"5,325.24"
141125,De más de 360 días,1,6,"8,144.43"
1412,Cartera de microcrédito refinanciada por vencer,1,4,"258,495.00"
141205,De 1 a 30 días,,,"12,491.83"
141210,De 31 a 90 días,1,6,"5,577.56"
141215,De 91 a 180 días,1,6,"5,490.37"
141220,De 181 a 360 días,1,6,"42,352.35"
141225,De más de 360 días,1,6,"192,582.89"
1416,Cartera de crédito de vivienda de interés social y público  refinanciada por vencer,1,4,0.00
141605,De 1 a 30 días,,,0.00
141610,De 31 a 90 días,1,6,0.00
141615,De 91 a 180 días,1,6,0.00
141620,De 181 a 360 días,1,6,0.00
141625,De más de 360 días,1,6,0.00
1417,Cartera de crédito productivo reestructurada por vencer,1,4,0.00
141705,De 1 a 30 días,,,0.00
141710,De 31 a 90 días,1,6,0.00
141715,De 91 a 180 días,1,6,0.00
141720,De 181 a 360 días,1,6,0.00
141725,De más de 360 días,1,6,0.00
1418,Cartera de crédito de consumo reestructurada por vencer,1,4,"17,427.35"
141805,De 1 a 30 días,,,221.91
141810,De 31 a 90 días,1,6,298.36
141815,De 91 a 180 días,1,6,479.06
141820,De 181 a 360 días,1,6,"1,153.19"
141825,De más de 360 días,1,6,"15,274.83"
1419,Cartera de crédito inmobiliario reestructurada por vencer,1,4,0.00
141905,De 1 a 30 días,,,0.00
141910,De 31 a 90 días,1,6,0.00
141915,De 91 a 180 días,1,6,0.00
141920,De 181 a 360 días,1,6,0.00
141925,De más de 360 días,1,6,0.00
1420,Cartera de microcrédito reestructurada por vencer,1,4,"37,394.11"
142005,De 1 a 30 días,,,153.57
142010,De 31 a 90 días,1,6,294.03
142015,De 91 a 180 días,1,6,"1,515.01"
142020,De 181 a 360 días,1,6,"1,479.49"
142025,De más de 360 días,1,6,"33,952.01"
1424,Cartera de crédito de vivienda de interés social y público  reestructurada por vencer,1,4,0.00
142405,De 1 a 30 días,,,0.00
142410,De 31 a 90 días,1,6,0.00
142415,De 91 a 180 días,1,6,0.00
142420,De 181 a 360 días,1,6,0.00
142425,De más de 360 días,1,6,0.00
1425,Cartera de crédito productivo que no devenga intereses,1,4,0.00
142505,De 1 a 30 días,,,0.00
142510,De 31 a 90 días,1,6,0.00
142515,De 91 a 180 días,1,6,0.00
142520,De 181 a 360 días,1,6,0.00
142525,De más de 360 días,1,6,0.00
1426,Cartera de crédito de consumo que no devenga intereses,1,4,"2,418,539.87"
142605,De 1 a 30 días,,,"144,057.17"
142610,De 31 a 90 días,1,6,"138,833.57"
142615,De 91 a 180 días,1,6,"202,831.12"
142620,De 181 a 360 días,1,6,"370,128.86"
142625,De más de 360 días,1,6,"1,562,689.15"
1427,Cartera de crédito inmobiliario que no devenga intereses,1,4,"111,065.59"
142705,De 1 a 30 días,,,"2,674.16"
142710,De 31 a 90 días,1,6,"1,781.66"
142715,De 91 a 180 días,1,6,"2,813.54"
142720,De 181 a 360 días,1,6,"1,735.37"
142725,De más de 360 días,1,6,"102,060.86"
1428,Cartera de microcrédito que no devenga intereses,1,4,"2,457,136.61"
142805,De 1 a 30 días,,,"174,638.21"
142810,De 31 a 90 días,1,6,"165,526.77"
142815,De 91 a 180 días,1,6,"260,389.36"
142820,De 181 a 360 días,1,6,"445,235.91"
142825,De más de 360 días,1,6,"1,411,346.36"
1432,Cartera de crédito de vivienda de interés social y público que no devenga intereses,1,4,0.00
143205,De 1 a 30 días,,,0.00
143210,De 31 a 90 días,1,6,0.00
143215,De 91 a 180 días,1,6,0.00
143220,De 181 a 360 días,1,6,0.00
143225,De más de 360 días,1,6,0.00
1433,Cartera de crédito productivo refinanciada que no devenga intereses,1,4,0.00
143305,De 1 a 30 días,,,0.00
143310,De 31 a 90 días,1,6,0.00
143315,De 91 a 180 días,1,6,0.00
143320,De 181 a 360 días,1,6,0.00
143325,De más de 360 días,1,6,0.00
1434,Cartera de crédito de consumo refinanciada que no devenga intereses,1,4,"52,941.47"
143405,De 1 a 30 días,,,"2,861.30"
143410,De 31 a 90 días,1,6,"2,872.33"
143415,De 91 a 180 días,1,6,"4,571.66"
143420,De 181 a 360 días,1,6,"9,403.72"
143425,De más de 360 días,1,6,"33,232.46"
1435,Cartera de crédito inmobiliario refinanciada que no devenga intereses,1,4,"15,756.04"
143505,De 1 a 30 días,,,421.82
143510,De 31 a 90 días,1,6,281.51
143515,De 91 a 180 días,1,6,445.13
143520,De 181 a 360 días,1,6,755.28
143525,De más de 360 días,1,6,"13,852.30"
1436,Cartera microcrédito refinanciada que no devenga intereses,1,4,"50,072.09"
143605,De 1 a 30 días,,,"1,164.23"
143610,De 31 a 90 días,1,6,989.64
143615,De 91 a 180 días,1,6,"1,800.45"
143620,De 181 a 360 días,1,6,"5,824.97"
143625,De más de 360 días,1,6,"40,292.80"
1440,Cartera de crédito de vivienda de interés social y público  refinanciada que no devenga intereses,1,4,0.00
144005,De 1 a 30 días,,,0.00
144010,De 31 a 90 días,1,6,0.00
144015,De 91 a 180 días,1,6,0.00
144020,De 181 a 360 días,1,6,0.00
144025,De más de 360 días,1,6,0.00
1441,Cartera de crédito productivo reestructurada que no devenga intereses,1,4,0.00
144105,De 1 a 30 días,,,0.00
144110,De 31 a 90 días,1,6,0.00
144115,De 91 a 180 días,1,6,0.00
144120,De 181 a 360 días,1,6,0.00
144125,De más de 360 días,1,6,0.00
1442,Cartera de crédito de consumo reestructurada que no devenga intereses,1,4,"6,474.30"
144205,De 1 a 30 días,,,141.84
144210,De 31 a 90 días,1,6,70.97
144215,De 91 a 180 días,1,6,223.73
144220,De 181 a 360 días,1,6,470.96
144225,De más de 360 días,1,6,"5,566.80"
1443,Cartera de crédito inmobiliario reestructurada que no devenga intereses,1,4,0.00
144305,De 1 a 30 días,,,0.00
144310,De 31 a 90 días,1,6,0.00
144315,De 91 a 180 días,1,6,0.00
144320,De 181 a 360 días,1,6,0.00
144325,De más de 360 días,1,6,0.00
1444,Cartera microcrédito reestructurada que no devenga intereses,1,4,"10,340.42"
144405,De 1 a 30 días,,,199.83
144410,De 31 a 90 días,1,6,200.79
144415,De 91 a 180 días,1,6,324.33
144420,De 181 a 360 días,1,6,670.52
144425,De más de 360 días,1,6,"8,944.95"
1448,Cartera de crédito de vivienda de interés social y público reestructurada que no devenga intereses,1,4,0.00
144805,De 1 a 30 días,,,0.00
144810,De 31 a 90 días,1,6,0.00
144815,De 91 a 180 días,1,6,0.00
144820,De 181 a 360 días,1,6,0.00
144825,De más de 360 días,1,6,0.00
1449,Cartera de crédito productivo vencida,1,4,4.00
144905,De 1 a 30 días,,,0.00
144910,De 31 a 90 días,1,6,0.00
144915,De 91 a 180 días,1,6,0.00
144920,De 181 a 360 días,1,6,0.00
144925,De más de 360 días,1,6,4.00
1450,Cartera de crédito de consumo vencida,1,4,"281,197.97"
145005,De 1 a 30 días,,,"2,040.01"
145010,De 31 a 90 días,1,6,"117,178.38"
145015,De 91 a 180 días,1,6,"72,366.23"
145020,De 181 a 270 días,1,6,"40,825.70"
145025,De más de 270 días,1,6,"48,787.65"
1451,Cartera de crédito inmobiliario vencida,1,4,"2,644.06"
145105,De 1 a 30 días,,,1.00
145110,De 31 a 90 días,1,6,850.45
145115,De 91 a 270 días,1,6,"1,791.61"
145120,De 271 a 360 días,1,6,0.00
145125,De 361 a 720 días,1,6,0.00
145130,De más de 720 días,1,6,1.00
1452,Cartera de microcrédito vencida,1,4,"529,678.54"
