CODIGO_CONTABLE,NOMBRE_CUENTA,TIPO,GRUPO,PADRE JULIAN LORENTE LTDA,
1,ACTIVO,1,1,"125,120,772.53"
11,FONDOS DISPONIBLES,1,2,"13,121,279.90"
1101,Caja,1,4,"3,047,587.27"
110105,Efectivo,1,6,"3,045,737.27"
110110,Caja chica,1,6,"1,850.00"
1102,Depósitos para encaje,1,4,"2,269,330.00"
110205,Banco Central del Ecuador,1,6,"2,269,330.00"
1103,Bancos y otras entidades financieras,1,4,"7,797,558.60"
110305,Banco Central del Ecuador,1,6,"1,787,274.05"
110310,Entidades del sector financiero público y privado,1,6,"4,721,914.55"
110315,Bancos e instituciones financieras del exterior,1,6,0.00
110320,Entidades del sector financiero popular y solidario,1,6,"1,288,370.00"
1104,Efectos de cobro inmediato,1,4,"6,804.03"
110401,Efectos de cobro inmediato,1,6,"6,804.03"
1105,Remesas en tránsito / transferencias en tránsito,1,4,0.00
110505,Del país,1,6,0.00
110510,Del exterior,1,6,0.00
110515,Transferencias en tránsito,1,6,
12,OPERACIONES INTERFINANCIERAS,1,2,0.00
1201,Fondos interfinancieros vendidos,1,4,0.00
120105,Entidades del sector financiero privado,1,6,0.00
120110,Entidades del sector financiero público,1,6,0.00
120115,Entidades del sector financiero popular y solidario,1,6,0.00
1202,Operaciones de reporto con instituciones financieras,1,4,
120205,Entidades del sector financiero público,1,6,
120210,Entidades del sector financiero privado,1,6,
13,INVERSIONES,1,2,"4,754,174.10"
1301,A valor razonable con cambios en el estado de resultados de entidades del sector privado y sector financiero popular y solidario,1,4,0.00
130105,De 1 a 30 días sector privado,1,6,0.00
130110,De 31 a 90 días sector privado,1,6,0.00
130115,De 91 a 180 días sector privado,1,6,0.00
130120,De 181 a 360 días sector privado,1,6,0.00
130125,De más de 360 días sector privado,1,6,0.00
130150,De 1 a 30 días sector financiero popular y solidario,1,6,0.00
130155,De 31 a 90 días sector financiero popular y solidario,1,6,0.00
130160,De 91 a 180 días sector financiero popular y solidario,1,6,0.00
130165,De 181 a 360 días sector financiero popular y solidario,1,6,0.00
130170,De más de 360 días sector financiero popular y solidario,1,6,0.00
1302,A valor razonable con cambios en el estado de resultados del Estado o de entidades del sector público,1,4,0.00
130205,De 1 a 30 días,,,0.00
130210,De 31 a 90 días,1,6,0.00
130215,De 91 a 180 días,1,6,0.00
130220,De 181 a 360 días,1,6,0.00
130225,De más de 360 días,1,6,0.00
1303,Disponibles para la venta de entidades del sector privado y sector financiero popular y solidario,1,4,0.00
130305,De 1 a 30 días sector privado,1,6,0.00
130310,De 31 a 90 días sector privado,1,6,0.00
130315,De 91 a 180 días sector privado,1,6,0.00
130320,De 181 a 360 días sector privado,1,6,0.00
130325,De más de 360 días sector privado,1,6,0.00
130350,De 1 a 30 días sector financiero popular y solidario,1,6,0.00
130355,De 31 a 90 días sector financiero popular y solidario,1,6,0.00
130360,De 91 a 180 días sector financiero popular y solidario,1,6,0.00
130365,De 181 a 360 días sector financiero popular y solidario,1,6,0.00
130370,De más de 360 días sector financiero popular y solidario,1,6,0.00
1304,Disponibles para la venta del Estado o de entidades del sector público,1,4,0.00
130405,De 1 a 30 días,,,0.00
130410,De 31 a 90 días,1,6,0.00
130415,De 91 a 180 días,1,6,0.00
130420,De 181 a 360 días,1,6,0.00
130425,De más de 360 días,1,6,0.00
1305,Mantenidas hasta su vencimiento de entidades del sector privado y sector financiero popular y solidario,1,4,"4,754,174.10"
130505,De 1 a 30 días sector privado,1,6,"600,724.62"
130510,De 31 a 90 días sector privado,1,6,"700,000.00"
130515,De 91 a 180 días sector privado,1,6,"261,595.83"
130520,De 181 días a 1 año sector privado,1,6,0.00
130525,De 1 a 3 años sector privado,1,6,"62,500.00"
130530,De 3 a 5 años sector privado,1,6,0.00
130535,De 5 a 10 años sector privado,1,6,0.00
130540,De más de 10 años sector privado,1,6,0.00
130550,De 1 a 30 días sector financiero popular y solidario,1,6,"200,948.75"
130555,De 31 a 90 días sector financiero popular y solidario,1,6,"1,728,404.90"
130560,De 91 a 180 días sector financiero popular y solidario,1,6,"1,200,000.00"
130565,De 181 días a 1 año sector financiero popular y solidario,1,6,0.00
130570,De 1 a 3 años sector financiero popular y solidario,1,6,0.00
130575,De 3 a 5 años sector financiero popular y solidario,1,6,0.00
130580,De 5 a 10 años sector financiero popular y solidario,1,6,0.00
130585,De más de 10 años sector financiero popular y solidario,1,6,0.00
1306,Mantenidas hasta su vencimiento del Estado o de entidades del sector público,1,4,0.00
130605,De 1 a 30 días,,,0.00
130610,De 31 a 90 días,1,6,0.00
130615,De 91 a 180 días,1,6,0.00
130620,De 181 días a 1 año,1,6,0.00
130625,De 1 a 3 años,1,6,0.00
130630,De 3 a 5 años,1,6,0.00
130635,De 5 a 10 años,1,6,0.00
130640,De más de 10 años,1,6,0.00
1307,De disponibilidad restringida,1,4,0.00
130705,Entregadas para operaciones de reporto,1,6,0.00
130710,Depósitos sujetos a restricción,1,6,0.00
130720,Entregados en garantía,1,6,0.00
130790,Otros,1,6,0.00
1399,(Provisión para inversiones),1,4,0.00
139905,(Provisión por deterioro en valuación de inversiones),1,6,0.00
139910,(Provisión general para inversiones),1,6,0.00
14,CARTERA DE CRÉDITOS,1,2,"93,108,880.47"
1401,Cartera de crédito productivo por vencer,1,4,1.00
140105,De 1 a 30 días,,,0.00
140110,De 31 a 90 días,1,6,0.00
140115,De 91 a 180 días,1,6,0.00
140120,De 181 a 360 días,1,6,0.00
140125,De más de 360 días,1,6,1.00
1402,Cartera de crédito de consumo por vencer,1,4,"59,671,908.47"
140205,De 1 a 30 días,,,"1,328,446.87"
140210,De 31 a 90 días,1,6,"2,564,525.20"
140215,De 91 a 180 días,1,6,"3,901,758.71"
140220,De 181 a 360 días,1,6,"7,348,021.51"
140225,De más de 360 días,1,6,"44,529,156.18"
1403,Cartera de crédito inmobiliario por vencer,1,4,"4,107,977.73"
140305,De 1 a 30 días,,,"37,718.19"
140310,De 31 a 90 días,1,6,"70,017.50"
140315,De 91 a 180 días,1,6,"105,618.46"
140320,De 181 a 360 días,1,6,"206,351.44"
140325,De más de 360 días,1,6,"3,688,272.14"
1404,Cartera de microcrédito por vencer,1,4,"28,310,647.91"
140405,De 1 a 30 días,,,"878,805.12"
140410,De 31 a 90 días,1,6,"1,591,868.74"
140415,De 91 a 180 días,1,6,"2,755,769.32"
140420,De 181 a 360 días,1,6,"5,207,387.62"
140425,De más de 360 días,1,6,"17,876,817.11"
1408,Cartera de crédito de vivienda de interés social y público por vencer,1,4,0.00
140805,De 1 a 30 días,,,0.00
140810,De 31 a 90 días,1,6,0.00
140815,De 91 a 180 días,1,6,0.00
140820,De 181 a 360 días,1,6,0.00
140825,De más de 360 días,1,6,0.00
1409,Cartera de crédito productivo refinanciada por vencer,1,4,0.00
140905,De 1 a 30 días,,,0.00
140910,De 31 a 90 días,1,6,0.00
140915,De 91 a 180 días,1,6,0.00
140920,De 181 a 360 días,1,6,0.00
140925,De más de 360 días,1,6,0.00
1410,Cartera de crédito de consumo refinanciada por vencer,1,4,"308,705.78"
141005,De 1 a 30 días,,,"4,661.50"
141010,De 31 a 90 días,1,6,"7,799.89"
141015,De 91 a 180 días,1,6,"13,203.70"
141020,De 181 a 360 días,1,6,"25,081.85"
141025,De más de 360 días,1,6,"257,958.84"
1411,Cartera de crédito inmobiliario refinanciada por vencer,1,4,"29,341.84"
141105,De 1 a 30 días,,,"2,467.62"
141110,De 31 a 90 días,1,6,"1,858.77"
141115,De 91 a 180 días,1,6,"4,135.77"
141120,De 181 a 360 días,1,6,"7,410.01"
141125,De más de 360 días,1,6,"13,469.67"
1412,Cartera de microcrédito refinanciada por vencer,1,4,"148,226.12"
141205,De 1 a 30 días,,,"1,982.57"
141210,De 31 a 90 días,1,6,"2,970.97"
141215,De 91 a 180 días,1,6,"7,180.40"
141220,De 181 a 360 días,1,6,"28,721.85"
141225,De más de 360 días,1,6,"107,370.33"
1416,Cartera de crédito de vivienda de interés social y público  refinanciada por vencer,1,4,0.00
141605,De 1 a 30 días,,,0.00
141610,De 31 a 90 días,1,6,0.00
141615,De 91 a 180 días,1,6,0.00
141620,De 181 a 360 días,1,6,0.00
